Symbol,Name,Country;
APACW,StoneBridge Acquisition Corporation Warrant,United States;
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,United States;
APCA,AP Acquisition Corp Class A Ordinary Shares,;
APCX,AppTech Payments Corp. Common Stock,United States;
APCXW,AppTech Payments Corp. Warrant,United States;
APD,Air Products and Chemicals Inc. Common Stock,United States;
APDN,Applied DNA Sciences Inc. Common Stock,United States;
APE.WA,APSENERGY,Poland;
APEI,American Public Education Inc. Common Stock,United States;
APG,APi Group Corporation Common Stock,United States;
APGE,Apogee Therapeutics Inc. Common Stock,United States;
APH,Amphenol Corporation Common Stock,United States;
API,Agora Inc. American Depositary Shares,China;
APLD,Applied Digital Corporation Common Stock,United States;
APLE,Apple Hospitality REIT Inc. Common Shares,United States;
APLM,Apollomics Inc. Class A Ordinary Shares,United States;
APLMW,Apollomics Inc. Warrant,United States;
APLS,Apellis Pharmaceuticals Inc. Common Stock,United States;
APLT,Applied Therapeutics Inc. Common Stock,United States;
APM,Aptorum Group Limited Class A Ordinary Shares,Hong Kong;
APN.WA,APLISENS,Poland;
APO,Apollo Global Management Inc. (New) Common Stock,United States;
APOG,Apogee Enterprises Inc. Common Stock,United States;
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,United States;
APO^A,Apollo Global Management Inc. 6.75% Series A Mandatory Convertible Preferred Stock,United States;
APP,Applovin Corporation Class A Common Stock,United States;
APPF,AppFolio Inc. Class A Common Stock,United States;
APPN,Appian Corporation Class A Common Stock,United States;
APPS,Digital Turbine Inc. Common Stock,United States;
APR.WA,AUTOPARTN,Poland;
APRE,Aprea Therapeutics Inc. Common stock,United States;
APT,Alpha Pro Tech Ltd. Common Stock,Canada;
APT.WA,APATOR,Poland;
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,United States;
APTO,Aptose Biosciences Inc. Common Shares,Canada;
APTV,Aptiv PLC Ordinary Shares,United Kingdom;
APVO,Aptevo Therapeutics Inc. Common Stock,United States;
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Taiwan;
APXI,APx Acquisition Corp. I Class A Ordinary Share,Mexico;
APYX,Apyx Medical Corporation Common Stock,United States;
AQB,AquaBounty Technologies Inc. Common Stock,United States;
AQMS,Aqua Metals Inc. Common Stock,United States;
AQN,Algonquin Power & Utilities Corp. Common Shares,United States;
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,United States;
AQNU,Algonquin Power & Utilities Corp. Corporate Units,United States;
AQST,Aquestive Therapeutics Inc. Common Stock,United States;
AQU,Aquaron Acquisition Corp. Common Stock,United States;
AQUNR,Aquaron Acquisition Corp. Rights,United States;
AR,Antero Resources Corporation Common Stock,United States;
ARAV,Aravive Inc. Common Stock,United States;
ARAY,Accuray Incorporated Common Stock,United States;
ARBB,ARB IOT Group Limited Ordinary Shares,Malaysia;
ARBE,Arbe Robotics Ltd. Ordinary Shares,Israel;
ARBEW,Arbe Robotics Ltd. Warrant,Israel;
ARBK,Argo Blockchain plc American Depositary Shares,United Kingdom;
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,United Kingdom;
ARC,ARC Document Solutions Inc. Common Stock,United States;
ARCB,ArcBest Corporation Common Stock,United States;
ARCC,Ares Capital Corporation Common Stock,United States;
ARCH,Arch Resources Inc. Class A Common Stock,United States;
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Argentina;
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Israel;
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,United States;
ARDX,Ardelyx Inc. Common Stock,United States;
ARE,Alexandria Real Estate Equities Inc. Common Stock,United States;
AREB,American Rebel Holdings Inc. Common Stock,United States;
AREBW,American Rebel Holdings Inc. Warrants,United States;
AREC,American Resources Corporation Class A Common Stock,United States;
AREN,The Arena Group Holdings Inc. Common Stock,United States;
ARES,Ares Management Corporation Class A Common Stock,United States;
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,Bermuda;
ARGO^A,Argo Group International Holdings Inc. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,Bermuda;
ARGX,argenx SE American Depositary Shares,Netherlands;
ARH.WA,ARCHICOM,Poland;
ARHS,Arhaus Inc. Class A Common Stock,United States;
ARI,Apollo Commercial Real Estate Finance Inc,United States;
ARIS,Aris Water Solutions Inc. Class A Common Stock,United States;
ARIZ,Arisz Acquisition Corp. Common Stock,United States;
ARKO,ARKO Corp. Common Stock,United States;
ARKOW,ARKO Corp. Warrant,United States;
ARKR,Ark Restaurants Corp. Common Stock,United States;
ARL,American Realty Investors Inc. Common Stock,United States;
ARLO,Arlo Technologies Inc. Common Stock,United States;
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,United States;
ARM,Arm Holdings plc American Depositary Shares,United Kingdom;
ARMK,Aramark Common Stock,United States;
ARMN,Aris Mining Corporation Common Shares,;
ARMP,Armata Pharmaceuticals Inc. Common Stock,United States;
AROC,Archrock Inc. Common Stock,United States;
AROW,Arrow Financial Corporation Common Stock,United States;
ARQQ,Arqit Quantum Inc. Ordinary Shares,United Kingdom;
ARQQW,Arqit Quantum Inc. Warrants,United Kingdom;
ARQT,Arcutis Biotherapeutics Inc. Common Stock,United States;
ARR,ARMOUR Residential REIT Inc.,United States;
ARRW,Arrowroot Acquisition Corp. Class A common stock,United States;
ARRY,Array Technologies Inc. Common Stock,United States;
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),United States;
ART.WA,ARTIFEX,Poland;
ARTL,Artelo Biosciences Inc. Common Stock,United States;
ARTLW,Artelo Biosciences Inc. Warrant,United States;
ARTNA,Artesian Resources Corporation Class A Common Stock,United States;
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,United States;
ARVL,Arrival Ordinary Shares,Luxembourg;
ARVN,Arvinas Inc. Common Stock,United States;
ARW,Arrow Electronics Inc. Common Stock,United States;
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,United States;
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,United States;
ASA,ASA  Gold and Precious Metals Limited,United States;
ASAI,Sendas Distribuidora S A ADS,;
ASAN,Asana Inc. Class A Common Stock,United States;
ASB,Associated Banc-Corp Common Stock,United States;
ASB.WA,ASBIS,Poland;
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,United States;
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,United States;
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,United States;
ASC,Ardmore Shipping Corporation Common Stock,;
ASCA,A SPAC I Acquisition Corp. Class A Ordinary Share,Singapore;
ASCB,A SPAC II Acquisition Corp. Ordinary Shares,Singapore;
ASCBR,A SPAC II Acquisition Corp. Right,Singapore;
ASE.WA,ASSECOSEE,Poland;
ASG,Liberty All-Star Growth Fund Inc.,United States;
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,;
ASGN,ASGN Incorporated Common Stock,United States;
ASH,Ashland Inc. Common Stock,United States;
ASIX,AdvanSix Inc. Common Stock ,United States;
ASLE,AerSale Corporation Common Stock,United States;
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,Singapore;
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),Canada;
ASMB,Assembly Biosciences Inc. Common Stock,United States;
ASML,ASML Holding N.V. New York Registry Shares,Netherlands;
ASND,Ascendis Pharma A/S American Depositary Shares,Denmark;
ASNS,Actelis Networks Inc. Common Stock,United States;
ASO,Academy Sports and Outdoors Inc. Common Stock,United States;
ASPI,ASP Isotopes Inc. Common Stock,United States;
ASPN,Aspen Aerogels Inc. Common Stock,United States;
ASPS,Altisource Portfolio Solutions S.A. Common Stock,Luxembourg;
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,Mexico;
ASRT,Assertio Holdings Inc. Common Stock,United States;
ASRV,AmeriServ Financial Inc. Common Stock,United States;
ASST,Asset Entities Inc. Class B Common Stock,United States;
AST.WA,ASTARTA,Poland;
ASTC,Astrotech Corporation (DE) Common Stock,United States;
ASTE,Astec Industries Inc. Common Stock,United States;
ASTI,Ascent Solar Technologies Inc. Common Stock,United States;
ASTL,Algoma Steel Group Inc. Common Shares,Canada;
ASTLW,Algoma Steel Group Inc. Warrant,Canada;
ASTR,Astra Space Inc. Class A Common Stock,United States;
ASTS,AST SpaceMobile Inc. Class A Common Stock,United States;
ASTSW,AST SpaceMobile Inc. Warrant,United States;
ASUR,Asure Software Inc Common Stock,United States;
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,Taiwan;
ASXC,Asensus Surgical Inc. Common Stock,United States;
ASYS,Amtech Systems Inc. Common Stock,United States;
ATAI,ATAI Life Sciences N.V. Common Shares,Germany;
ATAK,Aurora Technology Acquisition Corp. Class A Ordinary Shares,United States;
ATAKR,Aurora Technology Acquisition Corp. Rights,United States;
ATAKU,Aurora Technology Acquisition Corp. Unit,United States;
ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,China;
ATC.WA,ARCTIC,Poland;
ATCOL,Atlas Corp. 7.125% Notes due 2027,United Kingdom;
ATCO^D,Atlas Corp. 7.95% Series D,United Kingdom;
ATCO^H,Atlas Corp. 7.875% Series H,United Kingdom;
ATD.WA,ATENDE,Poland;
ATEC,Alphatec Holdings Inc. Common Stock,United States;
ATEK,Athena Technology Acquisition Corp. II Class A Common Stock,;
ATEN,A10 Networks Inc. Common Stock,United States;
ATER,Aterian Inc. Common Stock,United States;
ATEX,Anterix Inc. Common Stock,United States;
ATG.WA,ATMGRUPA,Poland;
ATGE,Adtalem Global Education Inc. Common Stock,United States;
ATGL,Alpha Technology Group Limited Ordinary Shares,China;
ATHA,Athira Pharma Inc. Common Stock,United States;
ATHE,Alterity Therapeutics Limited American Depositary Shares,Australia;
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,China;
ATH^A,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,Bermuda;
ATH^B,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,Bermuda;
ATH^C,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C,Bermuda;
ATH^D,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,Bermuda;
ATH^E,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share Series E,Bermuda;
ATI,ATI Inc. Common Stock,United States;
ATIF,ATIF Holdings Limited Ordinary Shares,China;
ATIP,ATI Physical Therapy Inc. Class A Common Stock,;
ATKR,Atkore Inc. Common Stock,United States;
ATLC,Atlanticus Holdings Corporation Common Stock,United States;
ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,United States;
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,United States;
ATLO,Ames National Corporation Common Stock,United States;
ATLX,Atlas Lithium Corporation Common Stock,United States;
ATMC,AlphaTime Acquisition Corp Ordinary Shares,United States;
ATMU,Atmus Filtration Technologies Inc. Common Stock,United States;
ATMV,AlphaVest Acquisition Corp Ordinary Shares,United States;
ATNF,180 Life Sciences Corp. Common Stock,United States;
ATNFW,180 Life Sciences Corp. Warrant,United States;
ATNI,ATN International Inc. Common Stock,United States;
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,United States;
ATO,Atmos Energy Corporation Common Stock,United States;
ATOM,Atomera Incorporated Common Stock,United States;
ATOS,Atossa Therapeutics Inc. Common Stock,United States;
ATP.WA,ATLANTAPL,Poland;
ATPC,Agape ATP Corporation Common Stock,Malaysia;
ATR,AptarGroup Inc. Common Stock,United States;
ATR.WA,ATREM,Poland;
ATRA,Atara Biotherapeutics Inc. Common Stock,United States;
ATRC,AtriCure Inc. Common Stock,United States;
ATRI,Atrion Corporation Common Stock,United States;
ATRO,Astronics Corporation Common Stock,United States;
ATS,ATS Corporation Common Shares,Canada;
ATS.WA,ATLANTIS,Poland;
ATSG,Air Transport Services Group Inc,United States;
ATT.WA,GRUPAAZOTY,Poland;
ATUS,Altice USA Inc. Class A Common Stock,United States;
ATXG,Addentax Group Corp. Common Stock,China;
ATXI,Avenue Therapeutics Inc. Common Stock,United States;
ATXS,Astria Therapeutics Inc. Common Stock,United States;
AU,AngloGold Ashanti PLC Ordinary Shares,South Africa;
AUB,Atlantic Union Bankshares Corporation Common Stock,United States;
AUBN,Auburn National Bancorporation Inc. Common Stock,United States;
AUB^A,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,United States;
AUDC,AudioCodes Ltd. Common Stock,Israel;
AUGX,Augmedix Inc. Common Stock,United States;
AUID,authID Inc. Common Stock,United States;
AULT,Ault Alliance Inc. Common Stock,United States;
AULT^D,Ault Alliance Inc. 13.00% Series D Cumulative Redeemable Perpetual Preferred Stock,United States;
AUMN,Golden Minerals Company Common Stock,United States;
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,Canada;
AUR,Aurora Innovation Inc. Class A Common Stock,United States;
AURA,Aura Biosciences Inc. Common Stock,United States;
AUROW,Aurora Innovation Inc. Warrant,United States;
AUST,Austin Gold Corp. Common Shares,;
AUTL,Autolus Therapeutics plc American Depositary Share,United Kingdom;
AUUD,Auddia Inc. Common Stock,United States;
AUUDW,Auddia Inc. Warrants,United States;
AUVI,Applied UV Inc. Common Stock,United States;
AUVIP,Applied UV Inc. 10.5% Series A Cumulative Perpetual Preferred Stock $0.0001 par value per share,United States;
AVA,Avista Corporation Common Stock,United States;
AVAH,Aveanna Healthcare Holdings Inc. Common Stock,United States;
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),;
AVAV,AeroVironment Inc. Common Stock,United States;
AVB,AvalonBay Communities Inc. Common Stock,United States;
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),United States;
AVDL,Avadel Pharmaceuticals plc American Depositary Shares,France;
AVDX,AvidXchange Holdings Inc. Common Stock,United States;
AVGO,Broadcom Inc. Common Stock,United States;
AVGR,Avinger Inc. Common Stock,United States;
AVIR,Atea Pharmaceuticals Inc. Common Stock,United States;
AVK,Advent Convertible and Income Fund,United States;
AVNS,Avanos Medical Inc. Common Stock,United States;
AVNT,Avient Corporation Common Stock,United States;
AVNW,Aviat Networks Inc. Common Stock,United States;
AVO,Mission Produce Inc. Common Stock,United States;
AVPT,AvePoint Inc. Class A Common Stock,United States;
AVPTW,AvePoint Inc. Warrant,United States;
AVRO,AVROBIO Inc. Common Stock,United States;
AVT,Avnet Inc. Common Stock,United States;
AVTE,Aerovate Therapeutics Inc. Common Stock,United States;
AVTR,Avantor Inc. Common Stock,United States;
AVTX,Avalo Therapeutics Inc. Common Stock,United States;
AVXL,Anavex Life Sciences Corp. Common Stock,United States;
AVY,Avery Dennison Corporation Common Stock,United States;
AWF,Alliancebernstein Global High Income Fund,United States;
AWH,Aspira Women's Health Inc. Common Stock,United States;
AWI,Armstrong World Industries Inc Common Stock,United States;
